"","Inbred","PHK76_DEH1.2020","PHK76_DEH1.2021","PHK76_IAH1.2021","PHK76_IAH2.2021","PHK76_IAH3.2021","PHK76_IAH4.2021","PHK76_ILH1.2021","PHK76_INH1.2020","PHK76_NCH1.2021","PHK76_WIH2.2020","PHK76_WIH2.2021","PHP02_DEH1.2020","PHP02_DEH1.2021","PHP02_IAH2.2021","PHP02_IAH3.2021","PHP02_IAH4.2021","PHP02_MIH1.2021","PHP02_MNH1.2020","PHP02_MNH1.2021","PHP02_OHH1.2020","PHP02_WIH1.2020","PHP02_WIH1.2021","PHP02_WIH2.2020","PHP02_WIH2.2021","PHP02_WIH3.2021","PHZ51_DEH1.2020","PHZ51_DEH1.2021","PHZ51_GAH1.2020","PHZ51_GAH1.2021","PHZ51_IAH1.2021","PHZ51_IAH2.2021","PHZ51_IAH3.2021","PHZ51_IAH4.2021","PHZ51_NCH1.2021","PHZ51_NEH1.2020","PHZ51_NEH1.2021","PHZ51_NEH2.2020","PHZ51_NEH3.2020","PHZ51_SCH1.2021","PHZ51_TXH1.2020","PHZ51_TXH2.2020","PHZ51_TXH2.2021","PHZ51_TXH3.2021","PHZ51_WIH2.2020","PHZ51_WIH2.2021"
"13","W10004_0047",9.15320387926288,11.4674354799171,10.0240851120341,11.5218513197974,10.4823514878001,10.6085172946687,10.8390940742757,12.0677230831832,9.33320711021667,12.6392067911607,13.1573301079233,10.209373869179,12.0455524392641,11.4768512394293,11.480602596517,11.4336767908842,12.9314572193025,11.2682599878193,11.7034702602681,13.7795631540453,12.1738034008015,13.162152085811,12.7797994993982,13.238123172751,10.9055483100269,8.37061496143207,9.45350155326244,6.31313900987092,9.5694025568368,8.942564781992,9.7542092750881,10.6306980949962,9.40566749711583,7.20025603903544,8.71187521613578,10.478912724656,8.87312243309786,9.61867666783939,6.43747986197769,9.20109815977286,6.60970742966304,9.57885118015884,3.55897442793098,10.2276464732899,12.0577415203797
"14","W10004_0053",10.5181953551293,10.8223979153537,11.207174026992,13.4025593131878,12.1815945051744,12.1072495785949,13.2461204014843,13.5482469436389,9.09505504287936,13.2590434650684,12.8886810278134,10.7060199859825,13.360764798603,13.0565646917681,13.1343241442951,12.2067352506066,13.5770681977248,12.5679717976362,12.4371747611177,14.8907051230723,11.739184427423,14.2567169316957,13.2913905287829,14.6534926119529,12.1197825496763,7.64327775625751,10.3857145366389,8.06891710745982,10.4009655460046,9.2698585851914,12.0674238995237,11.4836819800996,10.3508857313597,9.45477048068566,8.88319336061227,11.6879681783784,10.058324851967,10.8868940657245,6.95519466605136,9.5742756181258,7.08073645567089,11.2842111986944,4.17322305292518,13.0646357880293,12.9109332329443
"15","W10004_0055",9.26352155434732,11.0083194447643,9.30564669691229,11.6133955366191,11.3632863295839,10.955244716877,12.1024980707314,11.8160558995638,9.91824162783501,12.3518292643284,12.6428130661068,9.14474965349921,11.6872828298137,12.3264465024642,12.2311346009219,10.8520791517351,12.8169388504631,11.660900372224,11.33762890219,14.4465852983594,13.0567640032584,13.7848564402755,11.8240658086402,12.8059162732632,11.2613695799892,6.50835169759839,9.87820890087638,5.82050829617282,9.60583289776931,8.31385722238837,9.98277912040844,10.1621609142785,9.14105436402872,8.33118610457199,6.01192566827199,10.621960503244,9.48305437282659,10.5692319183438,6.51865307372251,8.18263044106745,6.80384219109018,9.41359457831256,3.35882871251828,10.419771432468,11.1195890495399
"16","W10004_0061",9.38399224693707,11.8908941251044,10.1944845526879,11.355978348032,11.7560861938403,10.5982802717241,12.2807171882987,11.9558143423829,8.74954911568308,12.5200902617776,12.9404333423781,8.98934817637658,10.0595972345408,10.8102864275914,10.9843955333416,10.527111207146,12.2366654644887,10.5454760292913,10.0110235447425,13.7137901366683,11.8733625640046,12.6561858780855,10.7938608343523,11.758324824893,10.1734644352467,7.8729969500258,11.3676630974764,8.50062213101387,10.6452877043535,10.368368768949,11.9111700165912,10.7304310825986,10.8804062938967,8.45282817972121,7.55124441200025,9.53632063443379,12.2974767660514,11.4783629763865,7.3345270255067,10.654701287571,7.68488579118195,10.1384576879179,4.08232283177148,11.9540991795917,12.6038354360149
"17","W10004_0062",9.00365511067865,11.1748734204236,9.65886734927467,11.3967302140436,11.0807964900808,11.2394424880345,12.2424110108878,13.0569966053,8.39429098077677,11.9851173031028,12.3923496949589,7.05372840505629,10.9433881302521,10.4491855149949,10.7060942915376,10.9587376051418,11.2402678703447,8.89155137605745,10.0697761619108,11.9481638489533,9.13517642102605,10.9887971191727,9.13102442418927,11.2732449367411,9.84921959507309,7.72528070646735,10.53893438621,8.59603143461793,9.41978953042002,8.68119425704286,10.9986402962635,11.4034435970209,9.54982838663835,8.60778093473142,7.29836879445699,9.9800333772503,9.96376643671626,10.6265972624926,6.7948065240984,9.79608188904114,7.77479859641359,8.81711246507087,4.10992325997574,10.334067628167,11.4312241373248
"18","W10004_0064",8.79364658871442,10.7990631244299,8.26209827499905,10.1801950086234,9.67834874677304,10.1687950137629,11.5542119804062,11.5760779225984,8.84704515411948,10.13052775559,12.2113299606157,10.1900681059057,11.3511756968375,11.9172392291048,11.7291312058193,11.4618611164529,13.3253260765586,12.1274597168867,11.5271455304485,14.2525712044147,12.1510515805003,12.1866215907296,12.6294054976215,13.5676797571963,10.1485316823497,6.99889615014656,10.7442234568638,7.72312764442998,9.43740313272512,8.99801290827915,10.10117526606,10.5482261962416,9.58276118592017,6.99299931748209,7.50134659997158,9.39852382822763,9.66342459072526,10.5269938663803,6.13968452427138,8.77957214231718,6.79738401172686,7.50119949415507,3.61063685618569,10.921488789426,11.3308735501514
"20","W10004_0068",10.0855970402855,11.6152061533846,10.0870839684037,11.4985793076693,12.4647732131695,11.2611663327346,12.0415352029876,12.1504356114937,8.49799468274144,11.985684153729,12.5413522263827,10.579257905995,13.7282472865221,13.4070180532262,12.6839251804474,12.5577569946735,13.4358565112252,12.9126227971491,12.5509096671268,14.7289094775971,13.1981610189396,14.4109804104576,13.0496635626657,13.9850713906051,12.6395498995018,9.63467674402026,11.9198461859922,9.01800340924854,10.2732175469655,8.90638036833725,11.728257401514,11.4278428838775,10.4479385185977,7.75419486554318,8.86574916158134,10.7924958410946,9.32865181777386,12.1102015954816,7.05322917566408,8.37489572054051,7.71300360287259,10.1209170927218,4.41345298611912,12.5221384751322,12.2521184903047
"21","W10004_0069",9.90732934459552,12.0392737987152,10.3318744552475,11.6248293747259,12.2086551593668,11.5166447533806,13.1004656560524,12.9243244127477,9.18799121644912,13.5253213061712,12.8619671560027,9.77569432248653,12.2686113345793,12.0515473462591,12.4403289689608,10.8619115885772,12.8140217587089,11.7462046883491,11.4340262380188,13.6709036715157,11.9167574201457,13.9296231777858,12.6711973025823,13.2689540813703,11.2358574710992,8.36298288504928,10.7754259881344,8.31020161501986,9.76424284414254,8.94548250164224,11.4701316299026,10.152315376093,11.0484309319429,8.14105289136265,7.07140939844001,7.58558054276149,10.3028534237318,10.4354568322697,6.14405537108525,9.81217643579329,7.18239161955198,8.75048642340585,4.47439608998108,10.7934768336038,12.6617728687296
"23","W10004_0072",10.6087650479964,12.9230541384024,10.8462507462721,12.651434171033,11.1414791876812,12.0763281515339,12.8123100928294,13.9698508958725,9.19485479342829,13.2027871791543,13.1035851880085,9.8613591195396,13.1972079788747,13.348341049136,12.4596044331668,11.6963543497278,12.8577921629681,12.4022112527694,12.629764374557,15.0211492741928,12.9903870147993,14.1322487930955,13.9907059055816,13.724770413664,12.9536735644269,8.94380283605131,11.7453140503579,8.24827030344545,10.9181548114016,9.86803932222995,12.0796969303916,11.6056933299099,11.1614401209199,9.09786010525405,8.13216059551215,13.1970071156657,10.488999787536,12.2173523182957,7.18916409942512,9.90013682572082,7.31232444291575,9.98744844138554,4.40963095758524,12.9727225498821,12.5962641632587
"24","W10004_0073",9.9225455656953,12.8170903060068,11.0980151625929,12.3772092328273,13.3176944387692,11.4245495879683,13.2291785858271,13.5745223121898,9.60662038459899,13.1368748296885,14.3225928687784,10.4240138582813,13.3374427616705,13.0386682498781,13.5144381989833,12.2411241994567,13.2879982502518,12.561396641191,12.4152567600803,14.9663076453064,13.4644068635315,14.4300970790979,13.3113237903473,13.7022938389414,12.1143131657398,7.38579364326236,10.5146044379998,8.06070057979513,9.36356566373695,10.1219734162918,11.0891488617587,10.8300666025637,10.132632077456,7.81486939253003,8.67526806989243,9.94372497672502,9.89381039575342,11.2293950001506,7.52257392493535,8.97843856290628,7.1484897000493,8.70721812468357,3.5313656621023,12.5564370813879,12.5417592003832
"25","W10004_0076",9.81615649325628,12.221262316788,10.4155984079253,12.2021418198833,11.7427381600609,11.0253926236837,12.9464325426877,12.0338504214992,9.76817133916471,13.1114044196136,13.4017588952391,9.86620142625077,12.483137279404,11.8660377786983,12.5026697230451,11.0627215364462,12.4486734453185,11.8365968046042,11.6191413526139,14.3124979413259,11.9272083658197,14.4523668381,12.2431378774037,13.2968034790821,11.0630010199284,7.88836572388134,10.6954586084483,7.56245436902267,9.72844372227335,9.46198892527988,11.7290427928913,10.3923653090126,9.19260815946142,8.40541714526396,8.03320466066228,10.0990774195562,9.56049138726307,10.1507744033703,6.43833489058729,10.0943917421728,6.87066336504863,8.70582781613579,3.29931178258011,11.0400078452638,12.0910330894813
"26","W10004_0080",10.4135762223894,12.0030377324657,10.4394502539692,12.8043417904198,12.6367828722124,11.5459517147167,12.5259252242717,12.9666221933658,9.82011826954026,13.060751751885,13.854354985962,10.688387890234,12.724783434647,13.1439573558267,12.312722167627,11.9411635769468,13.7860338218491,12.8140482659055,12.9059935670828,15.3514748712407,12.296287369488,14.6631259327641,13.8370520348347,14.8763667760797,11.8748554068162,8.37712984996249,11.8790821388414,9.31204040937531,10.6836873935183,9.71401448699395,12.3839854441482,12.0162002792468,10.8397936672756,8.83182169395815,8.96684704910739,10.3982001622629,10.6982868177158,11.8543504833736,8.71037278184071,9.82877024437871,7.33203113463619,9.74335934278325,3.93789529283337,12.8685902445409,12.1137781429274
"27","W10004_0092",9.01652534539254,12.5750701615401,10.5798622346199,11.7160923734343,12.0972319126419,10.1557404355034,12.0555985395304,12.1669001461035,9.02629819569653,10.7444424344557,13.0822346786984,9.89703267518841,11.7345744489863,11.42619190977,11.0129858943801,10.6362905088621,13.7585108394979,9.21272927721346,11.2679630192036,14.4920646950792,12.8681635106646,12.984000018032,12.0446165290048,13.3906366081417,10.9424068858569,8.60952386638643,11.686267014581,7.58840232612727,10.213703494615,9.36754515555516,11.9294551630607,11.5923434372864,10.3051581933414,7.11360664072944,6.89692503864532,8.90662787597961,11.2215090120351,11.192501300996,6.05804849827031,8.47438640998014,7.81713915389691,9.78788956987985,4.41874975305259,12.3653717206393,13.0191714483314
