"","Inbred","Slope_PHK76","Slope_PHP02","Slope_PHZ51","Intercept_PHK76","Intercept_PHP02","Intercept_PHZ51"
"67","W10004_0306",-0.381372104839153,-0.0118078294157631,-1.1973943237979,1.2336123341437,0.0675127378839508,2.63008452219579
"68","W10004_0308",2.08008656388783,-0.575606253361505,-0.439964705267043,-1.94620824726961,0.0372159624702339,0.323159266897427
"69","W10004_0344",2.33924489438887,0.0173218322980516,2.14194971403614,-2.39371972249931,-0.260627203677972,-2.22304650629572
"70","W10004_0381",-0.167576144743567,0.807426211097501,1.47759458933741,0.866682711995213,-0.0552629060363021,-0.76365021856823
"71","W10004_0383",-0.350679363194791,0.610497103540726,-1.22330643562244,-0.123435379400569,-1.14213050485027,0.688003618395341
"72","W10004_0389",-1.14227396082017,1.48250112919541,-0.784201397523949,0.419893607501973,-1.93902673621623,0.315754121522951
"73","W10004_0403",2.04803885097616,1.88446983603288,0.57082487600257,-1.28950553957234,-2.05927543722368,0.412261504826626
"74","W10004_0427",0.0901005410329395,2.10596154409579,-1.6398727794193,-0.317106610731725,-2.62434895445578,1.832377162856
"75","W10004_0430",-0.0647348968082239,1.52082027336814,5.3242997416746,-0.397477676744414,-1.62236112879336,-5.03641259650824
"76","W10004_0465",1.652224538135,-0.777135943535779,0.290272930288263,-1.76599720601245,1.10283273278843,-0.116019668499805
"77","W10004_0474",-0.956386538388257,-0.268180086419428,-0.983343109113995,1.46868001006473,0.688668478949296,1.67856645430262
"78","W10004_0487",-0.656929919702051,-0.805785938838643,2.23667617613215,-0.500177358486222,1.8214612966953,-2.38653585001476
"79","W10004_0498",-1.21632519644031,0.152365343329635,1.16270387488116,2.65062534810293,-0.962194283866889,0.315163400745692
"80","W10004_0505",0.423643703097378,0.0403392614108607,-0.184924042376882,-0.304830607623491,-0.338497904406332,0.379138849384661
"81","W10004_0601",-1.76755567803992,-0.0642330508230251,0.704438450923936,2.00749287368831,0.368926795984896,0.672843978938531
"82","W10004_0608",-0.779764003659522,1.87814529379731,1.05272270805595,0.241493324331228,-4.01127687756947,-1.69821122720038
"83","W10004_0612",0.573840043138544,-0.44975400575807,0.74953168961442,0.297773768767409,1.56617951198276,-0.232458355758196
"84","W10004_0614",0.622368871603867,0.252304453084357,-0.611413116077095,0.0699671780622595,-0.565516019739381,1.16680325557473
"85","W10004_0616",0.407658943019668,-1.79267930407839,-0.454305671503506,-0.213797505842394,2.95134722943283,1.7632720155347
"86","W10004_0619",-0.552939155890828,-0.0296778220663036,2.03045395232289,2.213224200156,1.08622599713411,-1.2436818209588
"87","W10004_0624",-0.510965873616045,-0.469574201799366,-1.07322603377732,0.432492641059089,0.553133814236375,0.0905605042346169
"88","W10004_0625",1.78260847939747,0.859071309797157,-0.718655530770881,-1.58269643838284,-0.629210053318977,-0.110931737469258
"89","W10004_0626",1.32005354368724,0.548911591100027,2.96882934879368,-1.57116113246431,-0.483777663550641,-3.03084947077313
"90","W10004_0628",-2.23193805392098,-0.945664767061208,0.873157071822556,1.29230522109597,2.30781770921918,-0.372626966878386
"91","W10004_0637",0.111161888714844,0.338297975634597,-1.52724590055923,-0.533846759496152,-0.640608856089257,1.82056284311891
"92","W10004_0639",0.246004520069227,0.693058043928224,1.09374332043642,0.972874662537859,-0.0494434405809179,0.271567335219942
"93","W10004_0644",0.293206182708496,-1.99955339064633,-2.26690064049526,-0.0753644897123745,1.99556667714203,1.84223633574546
"94","W10004_0649",-0.0602893980389935,-1.13964347340677,-0.349771675594543,-1.78979594818702,-0.337207064091376,-0.217593873802792
"95","W10004_0651",1.27431987730513,-0.955981607525285,0.732492985819892,-1.66537457776323,0.722402864472886,-0.344875686562407
"96","W10004_0658",-1.53178220459853,-0.688701458920952,2.21786084725312,2.97862672585517,2.74536701705696,-1.59081494837025
"97","W10004_0672",0.751535015280134,0.888076157525242,-5.07682899213729,-1.63397476254089,-1.47809127866208,3.87137960623902
"98","W10004_0678",1.47952343088434,0.230312207975881,-0.258280749309784,-2.14113736787368,-0.981572797756221,0.614909179330321
"99","W10004_0682",-0.433847948466738,1.41617543555803,-2.2639731018211,-0.122377432223494,-1.40890732071981,1.07093322101792
"100","W10004_0684",-1.34720003340448,1.18133510119376,-5.87493852460722,-0.228108862914496,-2.24858952309933,4.77094389310956
"101","W10004_0685",0.0483767064668912,-0.221954872853496,-0.523595843539445,0.777047597819004,0.453583172283646,0.440060051929398
"102","W10004_0687",0.929600122162153,-0.954258507805829,-1.3019670452762,-0.622677278992723,1.43675630457244,1.6756070006468
"103","W10004_0688",0.590573770241332,-0.0418636338496904,0.167675521748027,0.248031378710663,-0.428098089689196,-0.0397185407822367
"104","W10004_0696",-0.515736587302623,0.144405665302417,-1.27528313757329,0.416247332893588,-0.0816647370456151,1.31991470624434
"105","W10004_0697",-1.78423926281071,-0.564705160223022,0.475282047213813,2.22673573573174,1.50630394224526,0.975642378333753
"106","W10004_0702",-1.33246685218815,-2.00987401925995,-1.02803105908389,0.044736581944593,1.54048603257807,1.90615852611316
"107","W10004_0705",-3.15452902893234,0.162388650481064,0.185043439523391,0.674780408260401,-1.49541301474802,-0.88017431313811
"108","W10004_0712",0.612907815352703,-0.512747997504957,0.431467498316469,-0.353475824505993,0.300639999138578,0.684401641583087
"109","W10004_0713",-1.41390448338493,0.332468388109592,-0.678806949122327,0.675615166800376,-0.877072380802162,0.40638698881913
"110","W10004_0714",1.07945846552527,1.57854028828174,1.51891759295769,-1.13268394925523,-1.87664577471095,-1.30498178976855
"111","W10004_0729",0.391549166103305,-0.673190732575814,2.35446927662227,0.0580828433470855,1.36942664095407,-1.54114016897629
"112","W10004_0745",-0.956169444317851,-0.151393713028533,1.17720576751159,1.42895487461832,-0.0996769091969107,-1.81637342386251
"113","W10004_0746",0.252142814148423,-0.936352669881211,4.08278742768141,1.11772506988419,1.94396975111453,-2.55381061346665
"114","W10004_0756",2.85241064529125,0.792517255260906,-1.458337856435,-2.71027852778294,-0.478019410807512,2.21879379898327
"115","W10004_0757",2.27849026396049,1.45427799896271,2.20329651808898,-1.88504036724222,-2.19422018524802,-1.4905757018672
"116","W10004_0768",-2.28924358028443,-0.0981337428096818,1.97120251636782,3.30736891292496,-0.549353990638403,-1.82082641212282
"117","W10004_0774",0.234794202898729,-0.477049081623004,2.11636948960934,0.101770947572622,0.426694304511854,-1.66291341383325
"118","W10004_0775",-3.9035752306823,-0.514145155421276,1.10333013739714,4.92254219788044,0.858619894583409,-1.00485596009201
"119","W10004_0779",-1.02960596249434,-0.903705871985449,0.826909040388277,-0.712085017478136,0.751349941396171,-1.76926687313278
"120","W10004_0781",0.772985253000479,-1.10378332633134,-3.45840510279701,-0.868200674275777,0.751665726277208,2.9289135850717
"121","W10004_0782",-1.89596882391717,0.548047199451403,-0.0686806679973181,2.01387949971196,-0.275801407960892,0.657875314999491
"122","W10004_0789",1.17752800358042,-0.605567402168549,3.54134487973957,-1.09481408358693,1.02223636389798,-3.57937743209557
"123","W10004_0794",0.0356779482506528,1.04125536338311,-0.568882452924249,0.935440991560329,0.292614620912426,1.39672352530414
"124","W10004_0798",-1.83511285809279,-0.650374689210664,-1.08170821233249,1.66362418298847,0.63633637659835,0.879770165413731
"125","W10004_0799",-1.52153510491193,-0.387088395343021,-0.835451203706329,-0.019836283420421,0.467683422683779,0.00183577714807259
"126","W10004_0801",0.517256130602283,0.368491807571576,0.225743510639648,-0.0306997535004318,0.000485436608333861,0.0697951016013536
"127","W10004_0802",1.08363431922135,-0.865648067423333,-1.68095788545485,0.632152632350725,2.19877640890882,2.60410979019775
"128","W10004_0803",-1.0680391330141,-0.167084414398462,4.19542393577869,1.87179529131124,0.402013412983638,-4.07997336452597
"129","W10004_0807",0.395108678656617,-1.31646759472903,0.471142995468827,0.0418216502236883,1.82647157207701,-0.88139312347646
"130","W10004_0812",-0.0237724221581221,0.101187006683207,2.90982667533313,0.836795691837453,0.331572920944079,-1.60201879568157
"131","W10004_0814",-0.739835650025849,-0.300317873854989,-1.64383700407721,0.793396033386762,0.91733567220352,0.910347883237432
"132","W10004_0815",1.19476561879815,-0.599273702343123,0.0860219870890301,-1.04736887172012,0.448494623290917,-0.694979459636812
"133","W10004_0818",-0.179625650893788,-0.613076829859285,-1.06217973846866,0.393540650236151,0.293134478530227,1.28276734816218
"134","W10004_0828",-0.868816942591886,1.23647403438739,1.58950213233812,2.05582342522642,-0.590251429376906,-2.23709164924009
"135","W10004_0833",-0.275324010312415,-1.18809790611199,-4.9124778484427,0.103548997719926,1.54307326049741,4.84633570355343
"136","W10004_0834",-1.66362498746822,-0.289685761890473,0.0929181140646319,1.04911230037973,-0.328937412274113,-0.267612613149109
"137","W10004_0842",-1.01194708817706,-0.550714947357663,0.474772994837737,1.5678914135879,1.59875212911117,0.31799254324798
"138","W10004_0859",-0.478840710670508,-0.0590752228295404,-1.86285493719801,-0.412295238868303,-0.734235110545026,1.06432819753478
"139","W10004_0866",-0.0338352464264265,1.99262388444726,-4.71467488977069,1.23790804435049,-1.41565179787319,4.58757276991137
"140","W10004_0868",2.08855743976281,-0.847172577374013,1.07195995655644,-1.28222248094407,1.11562359037896,-0.525163164740283
"141","W10004_0869",0.887075912001441,-0.27587674697898,-2.09462895484297,-2.30916560889153,-0.0718311460122778,0.814667718913287
"142","W10004_0877",0.467558669214398,0.096600969716419,-1.69250936640927,-0.619026029555514,-0.380338729654737,1.37192157560857
"143","W10004_0891",1.35119230727537,-0.587294578410992,-1.29876321197112,-1.80245125871586,-0.114704956676413,1.0143558770757
