,Inbred,PHK76_DEH1.2020,PHK76_DEH1.2021,PHK76_IAH1.2021,PHK76_IAH2.2021,PHK76_IAH3.2021,PHK76_IAH4.2021,PHK76_ILH1.2021,PHK76_INH1.2020,PHK76_NCH1.2021,PHK76_WIH2.2020,PHK76_WIH2.2021,PHK76.Yield,PHP02_DEH1.2020,PHP02_DEH1.2021,PHP02_IAH2.2021,PHP02_IAH3.2021,PHP02_IAH4.2021,PHP02_MIH1.2021,PHP02_MNH1.2020,PHP02_MNH1.2021,PHP02_OHH1.2020,PHP02_WIH1.2020,PHP02_WIH1.2021,PHP02_WIH2.2020,PHP02_WIH2.2021,PHP02_WIH3.2021,PHP02.Yield,PHZ51_DEH1.2020,PHZ51_DEH1.2021,PHZ51_GAH1.2020,PHZ51_GAH1.2021,PHZ51_IAH1.2021,PHZ51_IAH2.2021,PHZ51_IAH3.2021,PHZ51_IAH4.2021,PHZ51_NCH1.2021,PHZ51_NEH1.2020,PHZ51_NEH1.2021,PHZ51_NEH2.2020,PHZ51_NEH3.2020,PHZ51_SCH1.2021,PHZ51_TXH1.2020,PHZ51_TXH2.2020,PHZ51_TXH2.2021,PHZ51_TXH3.2021,PHZ51_WIH2.2020,PHZ51_WIH2.2021,PHZ51.Yield
1,W10004_0007,10.39558863,12.45752187,10.80471874,12.04878811,12.16712465,11.76774643,11.71729364,13.59964483,9.518107799,13.29654998,13.86006318,11.9666498,9.797783822,12.84556073,11.73626792,11.84393327,11.59662747,14.42489626,12.55172501,11.600798,14.4586292,12.8250902,14.20227922,13.88811358,13.63578965,11.55702135,12.64032255,9.288808825,11.21442794,8.949725769,10.30512066,8.101252574,11.8264216,12.2108593,10.16369962,8.574228959,9.314702321,11.19224329,10.65260849,10.5953405,7.200780675,9.207716914,9.392140914,8.875833539,4.20226977,9.474541882,11.80518538,9.627395446
2,W10004_0011,8.371657133,10.97445117,8.240243158,9.997792661,10.48142063,9.924127161,10.61335497,10.88173085,7.976562443,11.06302328,11.46753733,9.999263709,9.815955767,11.56269776,11.23013151,11.29749985,10.37556523,12.09314335,10.5326492,10.96894516,13.58185619,11.6902585,13.30711433,9.696008043,11.87124229,10.40240803,11.31610537,7.091099383,10.25494121,6.591158689,8.899245183,7.812003431,10.34803234,8.924207145,9.195677053,7.183648489,7.953071275,7.573288579,7.175841872,10.14519669,5.76102041,7.924482478,5.921946836,8.953526627,3.31113204,9.301431803,10.97424558,8.064759856
3,W10004_0014,11.05030436,13.72945094,11.43928601,12.9354305,12.93734738,11.87756868,13.491068,14.53512127,9.853177148,13.68190677,14.23613999,12.70607282,11.12900785,14.00360255,14.94554158,14.60350299,13.52293414,15.54845489,14.19112888,13.62534473,16.49220522,14.85790354,15.97099495,12.64533559,14.88873,14.25144886,14.3340097,9.398302318,11.84814772,8.225487058,9.566576679,10.35894983,12.02653685,11.0699265,11.25922352,8.550118771,9.632437456,11.33539871,10.29372786,11.48032596,8.362531206,10.57727229,7.474526047,8.762975252,4.377813016,12.31134957,13.74142562,10.03265261
4,W10004_0018,9.368247828,11.35891924,8.895514615,11.46406299,10.03757907,10.07082064,11.45665691,12.30026075,8.74744409,11.78284159,13.41294776,10.80866323,8.519590529,10.47894021,10.12652719,9.690290488,10.06990768,9.963118099,8.576656122,10.02432365,12.6403771,10.5546784,12.36730341,10.3814133,11.57274643,8.697984617,10.26170409,6.668895694,10.32379564,6.935568525,8.801409917,8.906621159,10.8014626,10.62931324,9.64044902,7.597315307,7.205514839,6.610916973,9.824010217,10.13808052,6.656010324,8.097061307,5.973941153,7.387707052,3.415137139,11.22426791,11.00776334,8.392262094
5,W10004_0026,10.43700676,11.65224207,10.36990736,12.52077905,12.03546615,11.37799206,11.76203958,13.05634595,8.533543605,11.88568986,13.58864966,11.56542383,10.93306316,12.81369598,13.40866713,12.05807361,12.39002542,13.85137377,12.15274487,12.09155337,15.08670823,13.62239694,13.84791814,13.67413218,13.7749913,12.40893486,13.00816278,7.800188474,11.08126224,8.321219037,10.03288277,8.950647928,10.78444742,9.093106627,9.524570798,8.611603523,7.208438444,9.14202113,12.67647114,10.18095902,7.049903725,9.664071641,7.461711629,10.11642844,3.720358203,10.65314722,11.03370861,9.155357401
6,W10004_0032,9.778865126,12.52421681,10.11202467,11.5125411,12.11604158,11.21810865,12.55139784,12.57618817,8.497599865,11.26484197,13.68789934,11.43997501,9.693560441,12.1058436,12.20171964,12.38975554,11.26936494,13.46692649,11.65444472,11.44471147,14.18116362,11.78960463,12.78802742,10.76130414,11.82206416,10.77493635,11.88167337,7.589681427,11.23889649,7.073529093,9.34264106,9.313277545,11.4424319,10.76443818,10.13457747,8.669843605,8.60237599,10.71154814,10.68000757,10.26012955,7.836163592,10.14030043,8.03657732,9.775696983,3.715318996,12.20434313,11.63934428,9.458556137
7,W10004_0034,9.528971113,11.76214477,10.44650411,11.91974586,12.00546852,11.69473445,11.98463768,12.07191853,9.018696758,12.54846538,13.07177539,11.45936932,9.785267694,12.92871878,12.90541992,10.56471729,12.17135129,13.07291149,12.13793183,11.66581367,14.72558491,12.10938135,15.06338116,13.01645289,13.63391523,11.12397717,12.49320176,8.359538231,10.74279504,8.43798485,9.982703623,9.436511948,11.8608284,10.23207908,10.21882978,7.231785529,9.62498119,11.36763388,9.203055918,11.33606793,5.568907765,9.073154315,7.035746972,8.341586821,3.499521627,13.06638145,12.11529065,9.33676925
8,W10004_0037,7.47975423,10.89001426,8.052314943,9.502413847,10.38718002,10.77633203,9.780831086,10.46865649,6.68375784,11.1219883,12.74982721,9.808460932,9.368224437,12.23601827,12.2642924,12.44333929,11.24716556,12.26909366,10.70085286,10.65177169,13.60074953,11.3105354,13.36865896,12.26528241,13.33664142,10.6484633,11.83650637,6.924231774,9.420761247,6.918969899,8.600837172,7.586666731,9.376204989,9.635882281,8.50541209,7.120087704,7.452426934,8.105882088,9.531929231,10.21616134,5.903890193,8.448908816,6.683905356,7.890404447,3.185092387,9.780636606,11.77905349,8.153367239
9,W10004_0038,9.12949302,11.34574094,9.795311987,11.395163,10.89794989,10.63704976,11.57793336,12.08897221,8.294887548,11.62749807,12.65142101,10.85831098,9.745127247,12.51131862,11.6509182,12.25814775,11.44812082,13.10650612,11.83796984,11.86255841,14.18513672,13.68344996,14.28314998,11.28799426,13.15980871,11.68665393,12.33620433,8.768064731,11.27975087,7.94239047,9.62956441,8.614888102,10.8045937,10.6659543,9.745630741,8.114994933,8.489969762,10.55760574,7.733844908,9.710166839,6.713383992,9.446068276,6.481225091,7.959458528,3.680216148,10.46508091,11.90935838,8.935610542
10,W10004_0041,8.036465837,12.10741982,10.01111778,10.65823864,11.85671165,9.595815919,10.66867025,11.40361323,8.091786671,11.51706462,11.70079119,10.51342687,10.15861195,12.6569892,12.74980895,12.43102582,12.04448112,13.10256004,12.06135443,12.12310379,13.97917778,13.24770061,13.96478928,13.08780443,13.59795279,11.93293623,12.65273546,8.714810618,12.22478524,8.322373817,9.863399676,9.181354949,12.0772532,11.14812241,10.55725604,8.450222092,8.378303037,10.04156142,10.34833127,11.40198875,5.981861506,10.03469584,6.960311087,9.646456704,4.719055265,11.53772976,12.05331053,9.582159161
11,W10004_0045,10.77828472,12.63219653,10.56192155,11.86102354,12.60657599,12.04010876,12.55835784,13.78436025,9.055168332,10.28905725,12.76528895,11.72112215,9.895652985,13.28965163,14.10020053,13.26815225,12.20773391,15.13669556,13.33629852,12.97513558,15.1656555,13.49169909,15.2578533,13.77989679,13.87938212,12.39920856,13.44165831,9.278591332,10.54882769,7.570989329,10.1803758,8.50096676,11.24950479,11.48156873,9.757770799,7.882183968,6.307947679,6.398824711,10.0267778,10.64661584,5.98671836,8.660996994,6.389262999,8.574733243,3.01585055,11.5156899,12.29444017,8.813431873
12,W10004_0046,8.654791274,10.02004194,8.909058985,11.14652471,9.897232699,9.825698294,10.78281734,11.4779883,8.259679338,10.39795178,11.54790674,10.08360831,9.889621832,12.98150514,12.49747964,12.31310104,11.00550701,12.807165,12.85673999,12.02619808,13.80100104,12.92134768,13.35360959,13.26005633,13.71829324,11.04187397,12.46239283,8.899137235,10.45995287,7.360647986,9.482607944,9.557654659,12.05361761,9.934705086,9.002841334,8.641528599,9.305914774,11.20522154,9.708875631,10.78944787,7.272494195,9.715637595,7.414498176,8.829357212,4.484647115,14.0951077,12.79652571,9.550521041
13,W10004_0047,9.153197246,11.4673884,10.02407231,11.52180051,10.48230801,10.60848327,10.83903286,12.06764438,9.333201348,12.63913857,13.15724978,11.02668333,10.20937106,12.04550242,11.4768114,11.48057143,11.4336505,12.931378,11.26820546,11.70341626,13.77945764,12.17373797,13.16207468,12.77974182,13.23805315,10.90550667,12.04196275,8.37059243,9.453435082,6.313136071,9.569359523,8.942539142,9.754149928,10.63063455,9.405620507,7.20024127,8.711864111,10.47887559,8.873078708,9.618616367,6.437494529,9.201071448,6.609719413,9.578815415,3.559169833,10.22757199,12.05765218,8.749681904
14,W10004_0053,10.51818378,10.82235379,11.20715877,13.4025019,12.18154645,12.10721074,13.24605246,13.54816579,9.095052558,13.2589764,12.88860557,12.02507347,10.70601759,13.36071141,13.05652141,13.13428465,12.20671083,13.57698691,12.56791329,12.437119,14.890596,11.73912224,14.2566366,13.29133165,14.65341904,12.1197374,12.99979343,7.643260933,10.38565457,8.068914425,10.40092236,9.269832901,12.06735692,11.48362336,10.35083742,9.45475341,8.883183379,11.68792951,10.05828134,10.88683184,6.955211803,9.574253635,7.080748876,11.28417513,4.173423101,13.06455374,12.91084436,9.78422965
15,W10004_0055,9.263516866,11.00826831,9.305636269,11.61334448,11.36324296,10.95520914,12.10242746,11.81598079,9.918236202,12.35176319,12.64273679,11.12185113,9.144748242,11.68723841,12.32640823,12.23110131,10.85205444,12.81685916,11.6608452,11.33757549,14.44647622,13.0566984,13.784777,11.82401018,12.80584833,11.26132393,12.08828318,6.50833584,9.878146592,5.820509449,9.605789754,8.313830729,9.982714874,10.16210171,9.141005225,8.331169484,6.011919602,10.62192088,9.483006094,10.5691685,6.518667505,8.182610789,6.803848644,9.413560414,3.359025861,10.41969589,11.1195027,8.512326527
16,W10004_0061,9.383991227,11.8908416,10.19447101,11.35593157,11.75604449,10.59824849,12.28065017,11.95573789,8.749549406,12.52002439,12.94035619,11.23871331,8.989340573,10.05955023,10.81024551,10.98436203,10.52708026,12.23658552,10.54541951,10.01097085,13.71367995,11.87330194,12.65610388,10.79380279,11.75825407,10.17342091,11.08086557,7.872980491,11.36759594,8.500616586,10.64524509,10.36833962,11.91110469,10.73037202,10.88035576,8.45281251,7.551236866,9.536289825,12.29742297,11.47830062,7.33454387,10.65467705,7.68489501,10.13842583,4.082521212,11.95402356,12.60375018,9.802275485
17,W10004_0062,9.003641077,11.17482535,9.658852697,11.39667944,11.08074946,11.23940326,12.24234403,13.05691483,8.394285549,11.98505179,12.39227401,11.05682014,7.053723628,10.94333372,10.44913696,10.70605045,10.95870768,11.24018387,8.891495672,10.06971889,11.94806017,9.135108214,10.98871878,9.130970157,11.27317258,9.849171021,10.18839656,7.725261886,10.53887023,8.59602532,9.419750208,8.681168153,10.99857676,11.40338229,9.549782282,8.607761132,7.298361629,9.979999714,9.963719211,10.62653671,6.794821438,9.796058821,7.774806964,8.817081165,4.110118106,10.3339966,11.43113819,9.122360841
18,W10004_0064,8.79362889,10.79901312,8.262085145,10.18014361,9.678301942,10.1687577,11.55414006,11.57599675,8.847032311,10.13046336,12.21125082,10.20007397,10.19006566,11.35113049,11.91720225,11.72909739,11.46183604,13.32524554,12.12740052,11.52709155,14.25246342,12.15098716,12.1865415,12.62934765,13.56760707,10.14849004,12.04032188,6.998876586,10.74415299,7.72312155,9.437358791,8.997983831,10.10111056,10.54816388,9.582712163,6.992985311,7.501337661,9.39848913,9.663376258,10.52692806,6.139700703,8.779547957,6.797393407,7.501171854,3.610833082,10.921412,11.33078649,8.664872113
19,W10004_0065,9.342116317,11.75544406,9.673587855,11.20927802,12.06063178,11.59507402,12.01478332,12.68191047,9.128592214,11.94081276,12.53063543,11.2666242,8.980571443,10.95319139,11.6379768,10.94759756,11.18965835,10.96737055,10.78913651,11.04873277,13.68566498,11.25127507,12.37937195,13.03577159,12.51170219,10.2998656,11.40556334,8.049844588,12.17931175,8.666548151,9.94682892,9.57812157,11.85004899,11.34592376,10.12499356,8.891948545,9.365934709,10.82973531,10.68188283,11.12151587,8.334542281,8.421365823,8.428036065,9.101589753,4.269205584,12.32696771,13.04723676,9.828079127
20,W10004_0068,10.08558261,11.61515757,10.08707237,11.49853247,12.46472241,11.2611297,12.04146945,12.15035787,8.497994044,11.98561966,12.54127507,11.29353757,10.57925868,13.72819567,13.40697909,12.6838945,12.55773035,13.43577749,12.91256466,12.55085493,14.72880466,13.19809014,14.41089851,13.04960836,13.985003,12.63950257,13.13336876,9.634652133,11.91977931,9.017997765,10.27317562,8.90635906,11.72819154,11.42778467,10.44788937,7.754186255,8.865740197,10.79246074,9.328609398,12.11013527,7.053248112,8.374886419,7.713015159,10.12088488,4.413650317,12.52205972,12.25203343,9.732836968
21,W10004_0069,9.907327734,12.0392229,10.33186258,11.62478414,12.20861211,11.51660911,13.1003977,12.92424837,9.187991859,13.52525261,12.86189295,11.74801837,9.77569121,12.268559,12.05150895,12.44029375,10.86189018,12.81394039,11.74614687,11.43397202,13.67080002,11.91668639,13.92953736,12.67113947,13.26888358,11.23581326,12.14891875,8.362960891,10.77535992,8.31019459,9.764198907,8.945457423,11.47006632,10.15225835,11.04837699,8.141041498,7.071401992,7.585552531,10.30280391,10.43539542,6.144075364,9.812150122,7.182400979,8.75045581,4.474592085,10.79340139,12.66168193,9.109191321
22,W10004_0071,8.601154482,11.25813685,9.282086323,11.24332427,10.21119961,10.77633203,11.27696224,11.64965341,8.294498232,10.86688214,12.20693281,10.51519658,9.834422725,11.99134246,11.97675506,12.23866569,11.90259232,13.58349954,11.55396208,11.6877796,13.63556391,12.4743784,14.36664201,13.44020552,13.1273241,11.57401733,12.38479648,8.162712924,11.56977195,6.944328688,9.26822597,8.721106532,10.50617115,10.42802254,9.916425805,8.15748651,8.460683648,7.464420572,8.688111024,10.63590525,7.016992364,9.051296495,6.070126024,8.586900744,3.271451962,12.48928304,11.60196348,8.850569333
23,W10004_0072,10.60875167,12.92300525,10.84623726,12.65138372,11.14143706,12.07629065,12.812243,13.9697717,9.194856667,13.20272278,13.10351274,12.04820114,9.861358519,13.1971558,13.34830066,12.45957082,11.69633487,12.85771392,12.40215531,12.62971039,15.02104084,12.99033225,14.13217141,13.99064357,13.72470149,12.95362513,12.94748679,8.943783097,11.74524878,8.248268375,10.91811267,9.868015184,12.07962993,11.60563587,11.16139167,9.097848727,8.132153764,13.196965,10.48895447,12.21728754,7.189181316,9.900114784,7.312338497,9.987417614,4.409832187,12.97264438,12.59617804,10.10355009
24,W10004_0073,9.922543171,12.81704081,11.09800004,12.37715945,13.31764408,11.4245167,13.22911092,13.57444249,9.606618313,13.13681068,14.32251427,12.25694554,10.42400953,13.33739041,13.03862414,13.51439674,12.24109856,13.28791732,12.56133906,12.41520037,14.96619744,13.46433319,14.43001278,13.31126616,13.70222363,12.11426727,13.05773404,7.385778924,10.51454175,8.060697529,9.363524708,10.12194275,11.08908317,10.83000688,10.13258378,7.814859701,8.675257568,9.943690643,9.893763446,11.22933043,7.522586649,8.978416131,7.148500552,8.707188764,3.531565612,12.5563572,12.54166894,9.302067257
25,W10004_0076,9.816156117,12.22121427,10.41558945,12.20209447,11.74269901,11.02536045,12.9463693,12.03377713,9.76816834,13.1113397,13.40168391,11.69858656,9.866196713,12.48309082,11.865999,12.50263585,11.06270154,12.4485917,11.83654046,11.61908732,14.31239142,11.92714386,14.45228521,12.24308267,13.29673352,11.06295887,12.21281707,7.888347222,10.69539639,7.562448431,9.728400629,9.461963104,11.72897442,10.39230555,9.192562749,8.405404844,8.033197231,10.09904487,9.560444406,10.15071323,6.438352655,10.09437404,6.870673963,8.705798233,3.299510442,11.03993271,12.09094382,9.071939447
26,W10004_0080,10.41356848,12.00299076,10.43943936,12.80429153,12.63673798,11.54591547,12.52586183,12.96654677,9.820116739,13.06068657,13.85427835,12.00640308,10.68838324,12.72473491,13.1439169,12.31268195,11.94113671,13.78595384,12.81399108,12.90593672,15.35136691,12.29623141,14.66304083,13.83699147,14.87629293,11.87481252,13.08681939,8.377110934,11.87901668,9.312034145,10.68364549,9.713991095,12.38391998,12.01613984,10.8397461,8.831805904,8.966836625,10.39816705,10.69823915,11.8542862,8.710386808,9.828747258,7.332042301,9.743328245,3.938095873,12.86850967,12.11369488,10.02448721
27,W10004_0092,9.016517268,12.57501091,10.57984337,11.71603683,12.09718056,10.15570628,12.05552967,12.16682052,9.026291649,10.74438038,13.0821558,11.20140666,9.897027226,11.7345269,11.42615481,11.01294794,10.6362635,13.75842723,9.212681262,11.26790844,14.49195217,12.86809797,12.98391356,12.044559,13.39056311,10.94236058,11.83338455,8.609505319,11.68619744,7.588401032,10.21365981,9.367521205,11.92938813,11.59228108,10.3051116,7.113596117,6.896919663,8.906599494,11.22145804,11.19243862,6.058068833,8.474371175,7.817147018,9.78785728,4.4189443,12.36529002,13.01908162,9.428191889
28,W10004_0093,9.093265686,11.09626254,9.518202474,11.06990538,10.8890523,10.1227831,11.70266331,12.08089217,9.110606616,12.49542795,12.30947122,10.86259389,9.013643623,11.84486019,11.38753711,11.75621129,10.93526967,13.45112492,10.54997144,11.15081994,13.82889648,11.26816434,13.77495683,11.62546566,12.3137873,10.87139532,11.69800744,6.707904797,10.52897778,6.18108785,9.45020738,8.302779235,10.42192082,10.01839739,9.944203911,7.902758654,7.895782691,8.266667095,9.532224247,10.30509983,6.558588719,8.111903766,6.994185308,7.945390873,3.423874091,10.68659889,11.49443181,8.533649257
29,W10004_0095,6.585972423,8.856004927,8.055771038,9.850931596,8.891125733,8.629990137,9.956185502,10.67029971,7.901803282,7.296504442,10.04074086,8.794120877,7.060982703,9.190281534,10.36960719,8.503164974,9.327348771,12.47837214,9.137176799,10.55941,12.62258588,11.60231721,12.04034178,8.152687848,11.24335169,9.303406109,10.11364533,6.210390282,8.650049151,5.882654321,8.192014184,8.080276067,9.501364588,7.220715153,7.468178919,7.380297721,6.124391114,7.829670638,8.944394112,8.642028792,6.368934816,8.707860273,6.382586778,8.40773208,2.27894469,7.562940888,9.315099775,7.457526217
30,W10004_0097,9.154513671,11.48683546,9.763633465,11.43524184,10.85467331,10.22156674,12.05536116,12.21133759,8.084897696,10.93065981,12.19303883,10.76288723,10.36496598,11.99286647,12.79864712,12.05432222,12.05044753,13.289559,11.94080844,11.80056156,14.27026802,12.91887554,14.83320825,13.20307186,12.51684702,11.53845148,12.54092146,6.969577757,10.31222606,7.170735619,9.458820839,9.048208782,11.05012491,9.712263456,10.57213997,8.593232084,7.952882024,9.406357314,9.980318141,10.66552288,7.159844108,9.482022815,6.767389163,8.771426034,3.788191523,12.05907926,10.91947455,8.991991864
31,W10004_0099,10.44698125,12.48013692,10.63147863,12.47522803,13.01077117,11.60190743,13.00673038,13.93090552,9.834006419,11.55741664,12.75672804,11.97566277,10.10158568,11.80021405,12.14317311,12.77968091,11.88364385,12.8433319,11.58567004,10.79942747,13.79551082,11.79349109,14.00337176,12.03443523,12.20058147,11.21360028,12.06983698,9.32944727,11.25702103,8.661887565,10.14562009,10.23752916,11.36452389,10.78552809,10.12499356,9.135707629,8.556849539,10.77494345,10.99570653,10.9342412,7.851455133,10.38618569,8.304157306,9.844386588,4.135167791,12.63023788,12.38014996,9.891786968
32,W10004_0103,9.940911098,11.61086152,10.48524386,11.85991038,12.69563473,11.25711904,12.4165576,12.89417098,8.876387379,12.63148386,13.58989474,11.65983411,10.43849144,12.54945427,13.02264234,12.01988029,10.5286396,13.36511084,12.21244813,12.45302768,14.8429754,13.14426437,14.56448868,13.60170917,13.62399313,11.1112313,12.67702547,8.578064098,11.57512981,8.653657657,10.11647969,9.869503322,11.3859718,12.44364535,9.50456622,7.905853559,8.986443915,8.956896434,10.36608992,11.34219251,7.496739874,10.15148252,7.474614126,9.245101985,4.594732313,12.63903617,13.01705945,9.715163036
33,W10004_0112,7.93143233,10.66844362,8.546758235,9.747095005,9.556554639,8.921409866,10.272499,10.84163593,6.342141075,12.46769905,10.22123797,9.592446065,9.723327336,12.07261456,11.36305472,11.73824574,11.07044092,12.49288229,11.27410976,11.66627292,13.64986266,11.87260982,13.19211759,12.58290832,12.98752576,10.97425109,11.90430168,6.798479494,10.28794394,7.150789302,9.09273867,7.550184008,10.2253254,9.512808245,9.367070764,7.12430863,8.26690477,9.411261751,8.527582208,10.21733812,5.626194525,7.840104938,5.683535982,7.971671876,3.291836055,10.58604897,10.67602962,8.260407864
34,W10004_0118,9.472671053,11.37543086,10.34027792,11.38506467,11.94780702,10.90716869,12.22203493,12.20578214,8.766211379,12.03256706,13.02043834,11.2432231,10.1721573,12.49605859,11.92010716,12.74227296,10.57450628,12.71131831,11.91263745,11.604312,14.23672757,13.21551647,13.95730403,12.66100222,13.15805162,11.69763747,12.36140067,9.418632831,11.14392081,7.667571215,10.44594687,9.076421906,11.01208461,10.26118968,9.991366108,7.627678941,8.719874982,10.26531181,10.12860822,11.42970145,7.832873462,9.018407921,6.525540373,9.323511829,3.836441509,11.01777498,11.64381518,9.319333735
35,W10004_0119,9.025094687,11.68572783,9.754973518,10.88724623,10.46882211,10.60348949,11.84024477,12.31641637,7.774459477,11.76321047,12.01836988,10.73982317,11.00016747,13.29637843,13.00313558,13.70220993,12.60423072,14.27251791,12.21297635,11.91156444,15.07807447,13.00390505,14.05035784,13.52827995,14.64181345,12.55197094,13.20411304,8.258387271,10.91606092,7.673330031,9.831354327,8.38293067,10.87264427,10.76502295,10.42517659,8.08271438,8.563725335,8.092345652,10.21612809,11.05123502,5.948814955,7.835047598,6.524507092,8.064126802,3.585802172,10.25669954,11.45099717,8.839852541
36,W10004_0127,9.5540192,10.26584761,9.468023595,11.50267177,11.96294625,10.24893735,11.67787828,10.91447944,8.103040818,12.46000154,12.59878265,10.79605714,8.84041485,11.32560185,10.75994625,9.99819948,9.990258503,12.57296103,10.90250837,10.31878454,13.64567174,11.20682535,12.22085618,10.75403111,12.37146905,9.966021172,11.06239639,8.179637544,10.71750355,8.361196746,10.26297655,8.150085991,10.9808648,10.43229738,9.742741461,8.583272705,8.23683052,9.134224244,10.51476783,10.35635208,6.405839895,9.066405592,7.150057388,8.589719404,4.008328974,11.52616937,12.18289631,9.129108417
37,W10004_0129,10.26509628,12.58175266,11.37201001,12.82533483,11.69795953,12.18334234,12.57883988,13.41222378,9.437628539,10.62844735,14.40885446,11.94468088,10.60503952,13.45204285,12.91975588,11.32487439,12.86413285,14.00399722,12.16805002,12.62197232,14.85739071,13.78735149,15.07353992,14.26070428,14.56970529,12.72084999,13.23067191,8.352790128,11.12988854,7.631840686,10.674669,9.563211985,11.78758324,10.93954292,10.78712463,8.293393707,7.548530062,8.16751783,10.67230981,11.80888395,7.806027695,9.59047676,7.524353902,10.02076654,4.580145071,12.61213783,13.38520538,9.643819983
38,W10004_0132,7.956167459,9.987583624,7.687945884,10.86072841,9.670781011,9.665787703,10.42876492,11.56486957,8.081151361,11.91244558,10.91395735,9.884562079,10.43886872,12.09184293,11.81370444,12.05715845,11.92746341,12.48859852,12.64179241,11.49988614,13.77980043,13.01086325,13.71193897,12.41683536,13.71071825,11.77062284,12.38286386,7.943789766,9.64668141,6.923530895,8.923737463,8.408182816,11.22470184,10.48416757,9.62922524,7.554137986,8.750254312,10.50946049,9.72846342,10.1084403,6.714982323,9.180668175,7.461859298,8.826792491,4.249207922,12.62181383,11.17696529,9.003353142
39,W10004_0134,8.812619762,10.44509612,9.58846261,10.82937623,10.55379282,10.48383357,11.08837196,12.0275457,7.805612412,10.01393703,12.05852405,10.33701566,9.897027226,12.47969362,12.50319765,11.75342959,11.20817362,12.06175315,10.8205763,11.7231941,14.0033453,11.33152659,14.02778712,13.19852364,12.57797802,11.41196291,12.07129777,8.753194838,10.13132337,7.794770586,9.513118101,8.321542442,11.09066128,10.50055943,10.81384379,7.295418041,7.630107121,11.140933,9.833615438,10.83027855,6.467824489,8.93182707,6.332603156,9.426904242,3.077394227,11.52484033,11.47123805,9.044099877
40,W10004_0138,8.429285892,11.33660106,9.192516227,11.17211403,10.67685125,10.00209032,11.27439689,11.63095108,8.417781429,12.03158112,12.19614433,10.57821033,9.172604412,10.49844049,11.31847202,10.55854473,10.16494737,13.16879106,10.66135097,11.06948961,13.81064091,10.97006674,12.5171297,10.99390957,13.700741,10.51008269,11.36537223,6.844587313,9.778260879,6.651669395,9.652353479,8.123179285,10.40669551,9.668506158,9.19856746,8.305855255,6.682083027,6.710456754,9.745961955,9.738012219,5.684946093,8.896065794,6.865282147,7.747797722,3.509867121,11.01620459,11.02439817,8.312537516
41,W10004_0140,9.666679957,12.18361608,8.36295775,11.27457295,11.6533518,10.49451789,12.27398575,12.44633896,8.10971494,12.10259019,12.53551622,11.00944023,9.523380416,11.75079846,12.2284531,12.60620074,11.27053012,13.51090901,11.8349601,10.96917343,14.33341213,12.47709426,13.21640551,12.6451458,14.01748784,10.49501818,12.20564065,7.444113721,8.939060567,6.768707115,8.317677241,9.04897803,11.87604474,8.636755142,9.341843795,6.799019856,7.343106099,8.885295649,10.59402909,10.15781881,6.457488061,8.831584231,6.143823495,8.97248619,4.495445047,12.85219852,12.14999902,8.702773721
42,W10004_0146,9.723966263,11.77374465,10.85072116,11.7369882,11.73410847,11.2512209,13.5829922,13.32936944,9.114379103,13.03550713,13.61900908,11.79563696,10.05151803,12.97372928,12.65431829,12.23938567,12.66590718,13.53597931,12.69025404,12.11589499,14.43893313,12.17690123,15.21001267,13.71528426,13.84033508,11.52960106,12.8455753,9.162896575,11.05743783,7.028839152,9.332526305,8.481513018,11.04340073,11.0110716,10.23112625,8.140529011,6.140185093,8.734772618,8.310977826,9.992502529,8.040865456,9.087439806,6.607232715,6.772349761,3.609040718,12.81062407,11.98309506,8.878921306
43,W10004_0147,9.266801411,11.24020566,9.10458777,11.24798531,10.32283297,10.73614319,11.48141891,11.83706153,8.114540897,11.36681279,11.70167649,10.58364245,9.347707526,11.52415569,11.35017754,10.64601406,11.18049844,12.649132,10.853673,10.61475735,13.1830011,11.53973542,11.32634696,13.8804999,12.22527065,11.30607965,11.54478924,8.27556903,11.40892676,7.395626047,9.902622824,8.451256689,11.69845712,9.435765101,10.89539624,9.132612788,8.591019843,10.66420451,11.60917834,11.56131788,7.633227804,9.234121824,8.112370281,9.394772939,4.179602225,12.58343556,12.36708068,9.626328224
44,W10004_0148,9.466023096,11.11984524,10.4432875,12.02226083,11.42400287,11.47486383,12.2365771,12.97592137,9.80900102,13.76967917,13.30335136,11.64043758,9.093869719,13.09177686,12.76630113,12.42284653,12.13274054,12.39032262,11.91052387,11.58875965,14.99282346,13.65793721,14.18716845,11.71688186,12.80562995,12.0016414,12.48280166,7.685575477,10.83954962,8.808465908,9.429629885,9.557637017,11.99040644,10.40601619,9.400710956,8.341534845,7.823814988,11.09527063,8.8211309,10.73153688,7.672850647,10.47617277,7.605480358,10.12226316,3.698706281,13.03755549,12.80819764,9.517625305
45,W10004_0150,9.069862965,11.2627599,10.40305642,12.07216184,12.29472675,11.10383043,12.15235609,12.3992151,9.343899265,12.32783529,12.61615318,11.3678052,10.1565052,12.84607101,12.49803314,12.09959526,11.57758478,13.19635071,10.89677477,11.52080143,14.30040339,13.2802846,13.72167542,12.68685081,13.11109015,10.56182914,12.31813213,9.754521498,11.01544253,6.856826553,9.629414758,8.944076066,11.91490282,11.49764729,10.43234099,9.238293174,9.224269515,10.35105536,11.04533705,11.73677649,8.60035854,9.886506586,7.474259962,11.98265659,4.515007916,12.11762076,13.2418374,9.972957592
